"관리기관명",소재지도로명주소,소재지지번주소,설치목적구분,카메라대수,카메라화소수,촬영방면정보,보관일수,설치년월,관리기관전화번호,위도,경도,데이터기준일자
"대구광역시 시청",,대구광역시 남구 봉덕동 1617-1,재난재해,1,,상동교(고정형),0,,02-2100-5397,35.835953,128.605731,2018-03-07
"대구광역시 시청",,대구광역시 남구 봉덕동 1617-1,재난재해,1,,상동교(회전형),0,,02-2100-5397,35.835953,128.605731,2018-03-07
"대구광역시 시청",,대구광역시 북구 칠성동1가 276-1,재난재해,1,,칠성교(영상추적),0,,02-2100-5397,35.876477,128.605697,2018-03-07
"대구광역시 시청",,대구광역시 북구 칠성동1가 276-1,재난재해,1,,칠성교 수위표,0,,02-2100-5397,35.875906,128.606892,2018-03-07
"대구광역시 시청",,대구광역시 북구 칠성동1가 276-1,재난재해,1,,칠성교(영상검지),0,,02-2100-5397,35.875906,128.606892,2018-03-07
"대구광역시 시청",,대구광역시 북구 침산동 666-3,재난재해,1,,침산보 수위표,0,,02-2100-5397,35.902092,128.592953,2018-03-07
"대구광역시 시청",,대구광역시 북구 침산동 666-3,재난재해,1,,침산보(영상검지),0,,02-2100-5397,35.902706,128.592969,2018-03-07
"동구청",,대구광역시 동구 율하동 1626,재난재해,1,,동구 율하동 가천잠수교,0,,02-2100-5397,35.859980,128.694300,2018-03-07
"동구청",,대구광역시 동구 금강동 248-3,재난재해,1,,오목천,0,,02-2100-5397,35.852634,128.739258,2018-03-07
"인천광역시 시청",,인천광역시 남동구 고잔동 746,재난재해,1,,고잔동 승기천 남동대교 부근,0,,02-2100-5397,37.408398,126.687308,2018-03-07
"인천광역시 시청",,인천광역시 계양구 하야동 64-12,재난재해,1,,계양구 하야동 굴포천 부근,0,,02-2100-5397,37.582862,126.778494,2018-03-07
"광주광역시 시청",,광주광역시 서구 양동 304-3,재난재해,1,,천교코너(양동시장),0,,02-2100-5397,35.154526,126.901530,2018-03-07
"광주광역시 시청",,광주광역시 서구 덕흥동,재난재해,1,,유덕둑길,0,,02-2100-5397,35.164112,126.834740,2018-03-07
"광주광역시 시청",,광주광역시 동구 불로동 200,재난재해,1,,서남대병원 맞은편,0,,02-2100-5397,35.144577,126.913900,2018-03-07
"광주광역시 시청",,광주광역시 광산구 극락둑길 349,재난재해,1,,송대배수장,0,,02-2100-5397,35.105736,126.804580,2018-03-07
"광주광역시 시청",,광주광역시 남구 승촌동 384,재난재해,1,,덕례펌프장,0,,02-2100-5397,35.053856,126.774060,2018-03-07
"광주광역시 시청",,광주광역시 북구 청풍동 1200,재난재해,1,,제4수원지,0,,02-2100-5397,35.181911,126.961091,2018-03-07
"광주광역시 시청",,광주광역시 광산구 우산동 208-1,재난재해,1,,우산배수펌프장,0,,02-2100-5397,35.153425,126.823376,2018-03-07
"광주광역시 시청",,광주광역시 광산구 선동 311번지,재난재해,1,,임곡교,0,,02-2100-5397,35.208606,126.751187,2018-03-07
"광주광역시 시청",,광주광역시 광산구 본덕동 13,재난재해,1,,동곡배수장,0,,02-2100-5397,35.079250,126.784065,2018-03-07
"광주광역시 시청",,광주광역시 광산구 송치동183-5,재난재해,1,,산수배수장,0,,02-2100-5397,35.174951,126.739108,2018-03-07
"광주광역시 시청",,광주광역시 북구 동림동 885-27,재난재해,1,,운암지하차도,0,,02-2100-5397,35.172412,126.870147,2018-03-07
"울산광역시 시청",,울산광역시 울주군 상북면 석남로 660,재난재해,1,,울주상북면 덕현리 석남사계곡,0,,02-2100-5397,35.616420,129.050920,2018-03-07
"울산광역시 시청",,울산광역시 울주군 상북면 458,재난재해,1,,울주군 상북면 간월산임도입구,0,,02-2100-5397,35.590589,129.091239,2018-03-07
"울산광역시 시청",,울산광역시 북구 호계동 936-130,재난재해,1,,북구 호계동 상안 잠수교,0,,02-2100-5397,35.627933,129.362846,2018-03-07
"울산광역시 시청",,울산광역시 울주군 범서읍 구영리 1073-1번지,재난재해,1,,구영교,0,,02-2100-5397,35.572676,129.233871,2018-03-07
"울산광역시 시청",,울산광역시 울주군 범서읍 사연리 703-1,재난재해,1,,사연교,0,,02-2100-5397,35.578055,129.200073,2018-03-07
"울산광역시 시청",,울산광역시 울주군 언약읍 구수리 967,재난재해,1,,구수교,0,,02-2100-5397,35.545535,129.158516,2018-03-07
"울산광역시 시청",,울산광역시 울주군 온양읍 망양리 725-1,재난재해,1,,동천1교,0,,02-2100-5397,35.459998,129.291997,2018-03-07
"울산 동구청",,울산광역시 동구 주전동 95-6,재난재해,1,,주전동 주전해변(열화상),0,,02-2100-5397,35.561487,129.456443,2018-03-07
"울산 동구청",,울산광역시 동구 주전동 95-6,재난재해,1,,주전동 주전해변,0,,02-2100-5397,35.561487,129.456443,2018-03-07
"북구청",,울산광역시 북구 연암동,재난재해,1,,중산동 오림보,0,,02-2100-5397,35.662823,129.353389,2018-03-07
"울주군청",,울산광역시 울주군 삼남면 교동리 산102-1,재난재해,1,,삼남면 작천정계곡,0,,02-2100-5397,35.551898,129.100860,2018-03-07
"울주군청",,울산광역시 울주군 상북면 이천리 614,재난재해,1,,상북면 배내골계곡,0,,02-2100-5397,35.534762,129.010185,2018-03-07
"울주군청",,울산광역시 울주군 온산읍 덕신리 402-5,재난재해,1,,온산읍 덕신대교,0,,02-2100-5397,35.428309,129.304485,2018-03-07
"울주군청",,울산광역시 울주군 청량면 덕하로 262,재난재해,1,,청량면 덕정배수장,0,,02-2100-5397,35.494162,129.306047,2018-03-07
"울주군청",,울산광역시 울주군 상북면 덕현리 1225-15,재난재해,1,,상북면 소야정마을,0,,02-2100-5397,35.616853,129.055646,2018-03-07
"세종특별자치시 시청",,세종특별자치시 조치원읍 신안리 480-1,재난재해,1,,조치원읍 조형아파트,0,,02-2100-5397,36.635537,127.287998,2018-03-07
"세종특별자치시 시청",,세종특별자치시 연동면 예양리 775,재난재해,1,,연동면 미호천교,0,,02-2100-5397,36.581591,127.316396,2018-03-07
"세종특별자치시 시청",,세종특별자치시 전의면 읍내리 198-1,재난재해,1,,전의면 북암천,0,,02-2100-5397,36.679330,127.205709,2018-03-07
"세종특별자치시 시청",,세종특별자치시 연서면 고복리 504,재난재해,1,,연서면 조각공원,0,,02-2100-5397,36.612578,127.246894,2018-03-07
"세종특별자치시 시청",,세종특별자치시 연서면 용암리 315-23,재난재해,1,,연서면 수영장,0,,02-2100-5397,36.599244,127.227823,2018-03-07
"세종특별자치시 시청",,세종특별자치시 연서면 용암리 산 24-12,재난재해,1,,연서면 상록수가든,0,,02-2100-5397,36.601533,127.232663,2018-03-07
"세종특별자치시 시청",,세종특별자치시 전동면 석곡리 47-8,재난재해,1,,전동면 석곡리,0,,02-2100-5397,36.654922,127.261786,2018-03-07
"세종특별자치시 시청",,세종특별자치시 조치원읍 원리 132-1,재난재해,1,,조치원읍 욱일 지하차도,0,,02-2100-5397,36.603862,127.296901,2018-03-07
"수원시청",,경기도 수원시 권선구 권선동 856-4,재난재해,1,,권선구권선동장다리천,0,,02-2100-5397,37.243254,127.019276,2018-03-07
"수원시청",,경기도 수원시 장안구 정자동 897,재난재해,1,,수원시연꽃교,0,,02-2100-5397,37.294637,126.994687,2018-03-07
"수원시청",,경기도 수원시 장안구 천천동 12-1,재난재해,1,,수원시노루교,0,,02-2100-5397,37.304658,126.982214,2018-03-07
"수원시청",,경기도 수원시 팔달구 화서동 407,재난재해,1,,수원시화산교,0,,02-2100-5397,37.283094,126.985810,2018-03-07
"수원시청",,경기도 수원시 영통구 신동 940,재난재해,1,,수원시 신동지구저류지,0,,02-2100-5397,37.246787,127.046113,2018-03-07
"수원시청",,경기도 수원시 장안구 영화동 380-112,재난재해,1,,장안구영화동삼희교,0,,02-2100-5397,37.295035,127.024560,2018-03-07
"성남시청",,경기도 성남시 분당구 수내동 44번지,재난재해,1,,백현교,0,,02-2100-5397,37.381873,127.114393,2018-03-07
"성남시청",,경기도 성남시 분당구 구미동 78번지,재난재해,1,,미금교,0,,02-2100-5397,37.351102,127.120161,2018-03-07
"의정부시청",,경기도 의정부시 용현동 63,재난재해,1,,흥선지하차도,0,,02-2100-5397,37.730490,127.085840,2018-03-07
"의정부시청",,경기도 의정부시 의정부3동 141-1,재난재해,1,,장암동배수펌프장,0,,02-2100-5397,37.738250,127.048190,2018-03-07
"안양시청",,경기도 안양시 만안구 석수동 313-22,재난재해,1,,안양대교,0,,02-2100-5397,37.409454,126.911575,2018-03-07
"안양시청",,경기도 안양시 동안구 관양동 1609,재난재해,1,,수촌교(동안구 관양동),0,,02-2100-5397,37.401352,126.955900,2018-03-07
"안양시청",,경기도 안양시 만안구 안양동 안양대교,재난재해,1,,안양대교,0,,02-2100-5397,37.408997,126.912758,2018-03-07
"안양시청",,경기도 안양시 동안구 관양로 215,재난재해,1,,관양교,0,,02-2100-5397,37.402147,126.971064,2018-03-07
"안양시청",,경기도 안양시 만안구 양화로 28,재난재해,1,,양지1교,0,,02-2100-5397,37.396286,126.914803,2018-03-07
"부천시청",,경기도 부천시 원미구 상동 529-1,재난재해,1,,원미구 상동 굴포천 유수지,0,,02-2100-5397,37.513853,126.747190,2018-03-07
"부천시청",,경기도 부천시 원미구 상동 529-1,재난재해,1,,원미구 상동 굴포천 배수문,0,,02-2100-5397,37.513853,126.747190,2018-03-07
"부천시청",,경기도 부천시 오정구 삼정동 366-5,재난재해,1,,원미구 중동8련박스,0,,02-2100-5397,37.520680,126.760637,2018-03-07
"부천시청",,경기도 부천시 소사구 송내동 532-2,재난재해,1,,소사 중동고가,0,,02-2100-5397,37.486381,126.764524,2018-03-07
"부천시청",,경기도 부천시 소사구 심곡본동 산 55-5,재난재해,1,,소사 하우로,0,,02-2100-5397,37.474384,126.783046,2018-03-07
"부천시청",,경기도 부천시 소사구 괴안동 241-8,재난재해,1,,소사 동남4거리,0,,02-2100-5397,37.475750,126.807763,2018-03-07
"부천시청",,경기도 부천시 소사구 범박동 54-5,재난재해,1,,소사 서해안로,0,,02-2100-5397,37.470467,126.814539,2018-03-07
"부천시청",,경기도 부천시 소사구 괴안동12-5,재난재해,1,,소사 역곡천,0,,02-2100-5397,37.481949,126.819744,2018-03-07
"부천시청",,경기도 부천시 소사구 괴안동 128-2,재난재해,1,,소사 역곡지하차도,0,,02-2100-5397,37.485277,126.813346,2018-03-07
"부천시청",,경기도 부천시 소사구 송내2동631도,재난재해,1,,성주로,0,,02-2100-5397,37.482570,126.769603,2018-03-07
"부천시청",,경기도 부천시 소사구 소사본동 산60-6,재난재해,1,,여우고개,0,,02-2100-5397,37.467100,126.791050,2018-03-07
"부천시청",,경기도 부천시 소사구 괴안동 222,재난재해,1,,괴안동222,0,,02-2100-5397,37.480518,126.810975,2018-03-07
"평택시청",,경기도 평택시 팽성읍 팽성대교길,재난재해,1,,팽성읍 팽성대교,0,,02-2100-5397,36.976819,127.036291,2018-03-07
"평택시청",,경기도 평택시 고덕면 동청리,재난재해,1,,고덕면 동연교,0,,02-2100-5397,37.052772,126.996327,2018-03-07
"평택시청",,경기도 평택시 팽성읍 신호리-1-15번지,재난재해,1,,팽성읍 안성천1교,0,,02-2100-5397,36.990590,127.060792,2018-03-07
"평택시청",,경기도 평택시 유천동168-2번지,재난재해,1,,유천동 안성천교,0,,02-2100-5397,36.972095,127.115722,2018-03-07
"평택시청",,경기도 평택시 팽성읍 평궁리166-8번지,재난재해,1,,팽성읍 안성천고가교,0,,02-2100-5397,36.976477,127.090660,2018-03-07
"평택시청",,경기도 평택시 진위면 마산리 949,재난재해,1,,진위면 봉남교,0,,02-2100-5397,37.095353,127.086863,2018-03-07
"평택시청",,경기도 평택시 서탄면 사리 938 번지,재난재해,1,,서탄면 사리교,0,,02-2100-5397,37.116632,127.050793,2018-03-07
"평택시청",,경기도 평택시 서탄면 내천리 587-9,재난재해,1,,서탄면 수직교,0,,02-2100-5397,37.124834,127.003101,2018-03-07
"평택시청",,경기도 평택시 유천동502-2번지,재난재해,1,,유천동 경부철도변,0,,02-2100-5397,36.969292,127.106387,2018-03-07
"동두천시청",,경기도 동두천시 상봉암동 120-1,재난재해,1,,소요교2,0,,02-2100-5397,37.947222,127.059702,2018-03-07
"동두천시청",,경기도 동두천시 상패동 59-1,재난재해,1,,신천교(HD),0,,02-2100-5397,37.903592,127.049082,2018-03-07
"동두천시청",,경기도 동두천시 상봉암동 120-1,재난재해,1,,소요교3,0,,02-2100-5397,37.947222,127.059702,2018-03-07
"동두천시청",,경기도 동두천시 상봉암동 120-1,재난재해,1,,소요교4,0,,02-2100-5397,37.947222,127.059702,2018-03-07
"동두천시청",,경기도 동두천시 하봉암동 12-1,재난재해,1,,동막천1,0,,02-2100-5397,37.958428,127.070919,2018-03-07
"동두천시청",,경기도 동두천시 하봉암동 12-1,재난재해,1,,동막천2,0,,02-2100-5397,37.958428,127.070919,2018-03-07
"동두천시청",,경기도 동두천시 상봉암동 120-1,재난재해,1,,소요교1,0,,02-2100-5397,37.947222,127.059702,2018-03-07
"동두천시청",,경기도 동두천시 생연동 동광교,재난재해,1,,동광교,0,,02-2100-5397,37.908828,127.050008,2018-03-07
"고양시청",,경기도 고양시 덕양구 화전동 454-2(제2화전교),재난재해,1,,창릉천,0,,02-2100-5397,37.615585,126.869760,2018-03-07
"고양시청",,경기도 고양시 덕양구 원당동 73,재난재해,1,,공릉천,0,,02-2100-5397,37.684608,126.866172,2018-03-07
"고양시청",,경기도 고양시 덕양구 벽제동 265-3,재난재해,1,,벽제천,0,,02-2100-5397,37.706590,126.904320,2018-03-07
"고양시청",,경기도 고양시 덕양구 덕은동 413-9,재난재해,1,,향동천,0,,02-2100-5397,37.579619,126.855598,2018-03-07
"고양시청",,경기도 고양시 덕양구 산황동 788,재난재해,1,,도촌천,0,,02-2100-5397,37.650890,126.807596,2018-03-07
"고양시청",,경기도 고양시 덕양구 벽제동 산2,재난재해,1,,시립묘지,0,,02-2100-5397,37.746455,126.915440,2018-03-07
"고양시청",,경기도 고양시 덕양구 행주외동 256,재난재해,1,,행주대교,0,,02-2100-5397,37.605168,126.814107,2018-03-07
"고양시청",,경기도 고양시 덕양구 벽제동 산65,재난재해,1,,혜음령,0,,02-2100-5397,37.721885,126.893297,2018-03-07
"고양시청",,경기도 고양시 덕양구 화전동 757,재난재해,1,,화도교,0,,02-2100-5397,37.610299,126.860207,2018-03-07
"고양시청",,경기도 고양시 덕양구 관산동 358(주주동물원),재난재해,1,,쥬쥬동물원,0,,02-2100-5397,37.693043,126.856913,2018-03-07
"고양시청",,경기도 고양시 덕양구 신원동 584(벽제육교),재난재해,1,,송강보,0,,02-2100-5397,37.679403,126.883351,2018-03-07
"고양시청",,경기도 고양시 덕양구 선유동 382,재난재해,1,,능선교,0,,02-2100-5397,37.676569,126.910814,2018-03-07
"고양시청",,경기도 고양시 일산동구 장항동 906,재난재해,1,,장항지하차도,0,,02-2100-5397,37.648629,126.758842,2018-03-07
"고양시청",,경기도 고양시 일산동구 백석동 417,재난재해,1,,백석신교,0,,02-2100-5397,37.638777,126.793363,2018-03-07
"고양시청",,경기도 고양시 일산동구 장항동 870,재난재해,1,,일산중앙로,0,,02-2100-5397,37.648629,126.758842,2018-03-07
"고양시청",,경기도 고양시 일산서구 대화동 1700,재난재해,1,,가좌천,0,,02-2100-5397,37.676048,126.741399,2018-03-07
"고양시청",,경기도 고양시 일산서구 송산동 963,재난재해,1,,송포간이펌프,0,,02-2100-5397,37.692787,126.705257,2018-03-07
"고양시청",,경기도 고양시 일산서구 법곶동 1676-1,재난재해,1,,법곳무인펌프,0,,02-2100-5397,37.663368,126.711138,2018-03-07
"고양시청",,경기도 고양시 덕양구 신평동 3,재난재해,1,,신평펌프장,0,,02-2100-5397,37.620775,126.794042,2018-03-07
"고양시청",,경기도 고양시 덕양구 주교동 607,재난재해,1,,원당무인펌프,0,,02-2100-5397,37.655997,126.832245,2018-03-07
"고양시청",,경기도 고양시 덕양구현천동 534,재난재해,1,,현천펌프장,0,,02-2100-5397,37.589936,126.852350,2018-03-07
"구리시청",,경기도 구리시 사노동 131-3,재난재해,1,,사노동 왕숙체육공원부근,0,,02-2100-5397,37.633805,127.147295,2018-03-07
"구리시청",,경기도 구리시 수택1동 367-1,재난재해,1,,수택동 왕숙천제방도로,0,,02-2100-5397,37.602981,127.148400,2018-03-07
"구리시청",,경기도 구리시 수택3동 48-192,재난재해,1,,토평동 육갑문4호,0,,02-2100-5397,37.584353,127.149979,2018-03-07
"오산시청",,경기도 오산시 청학동 34-7,재난재해,1,,남촌동 남촌대교,0,,02-2100-5397,37.152151,127.062989,2018-03-07
"오산시청",,경기도 오산시 누읍동 179-2,재난재해,1,,탑동 탑동대교,0,,02-2100-5397,37.133132,127.058221,2018-03-07
"오산시청",,경기도 오산시 수청동 612,재난재해,1,,오산대역SD,0,,02-2100-5397,37.167418,127.062712,2018-03-07
"오산시청",,경기도 오산시 오산동 816-49,재난재해,1,,오산철교,0,,02-2100-5397,37.154618,127.068117,2018-03-07
"오산시청",,경기도 오산시 오산동 816-49,재난재해,1,,오산철교(열화상),0,,02-2100-5397,37.154618,127.068117,2018-03-07
"오산시청",,경기도 오산시 누읍동 179-2,재난재해,1,,탑동대교(열화상),0,,02-2100-5397,37.133811,127.055915,2018-03-07
"오산시청",,경기도 오산시 내삼미동 894,재난재해,1,,오산대역사거리SD,0,,02-2100-5397,37.175757,127.060882,2018-03-07
"오산시청",,경기도 오산시 누읍동 179-2,재난재해,1,,재활용SD,0,,02-2100-5397,37.133273,127.058482,2018-03-07
"오산시청",,경기도 오산시 탑동 89,재난재해,1,,두곡교SD,0,,02-2100-5397,37.134510,127.054591,2018-03-07
